,Run #,Training Loss,Testing Loss 42,Testing Loss 0,Test Seed 42 Score,Test Seed 0 Score,Returns,Take Coin QValue
0,0,14287439.0,0,0,0,0,10003.166666666666,-0.022285297513008118
1,0,6.835796356201172,0,0,0,0,2.3345238095238092,-7.634833812713623
2,0,4.655632972717285,0,0,0,0,1.1912448662448665,-16.974946975708008
3,0,14387048.0,0,0,0,0,10001.662337662337,-23.345218658447266
4,0,25.674488067626953,0,0,0,0,1.041812251216276,-9.088287353515625
5,0,24.84917449951172,0,0,0,0,1.0609057609057608,-2.1701748371124268
6,0,19.922218322753906,1000,0,1,0,0.8068652823448219,1.0065937042236328
7,0,10.248366355895996,1000,0,1,0,0.5187694904074214,2.1710424423217773
8,0,4.55313777923584,1000,0,1,0,0.42118590439211134,2.185394525527954
9,0,1.9743378162384033,1000,0,1,0,0.63251637622347,1.3906948566436768
10,0,0.09734738618135452,0,0,0,0,0.3180361107062005,0.5134677290916443
11,0,0.48387041687965393,0,0,0,0,0.6820770651660438,0.7269021272659302
12,0,1.9452358484268188,0,0,0,0,0.298127445786257,2.152427911758423
13,0,4.4579176902771,0,0,0,0,0.4349048323302396,3.353756904602051
14,0,5.7462592124938965,0,0,0,0,0.2438388206485788,4.272772789001465
15,0,15.975567817687988,0,0,0,0,0.23199557302436385,4.903946399688721
16,0,20002656.0,0,0,0,0,10000.701012334759,5.3102617263793945
17,0,5.9357733726501465,0,0,0,0,0.40864347962838676,6.2615156173706055
18,0,3.7339987754821777,0,0,0,0,0.2248148000111184,6.772511959075928
19,0,2.5980117321014404,0,1000,0,1,0.18134752426450704,7.0507426261901855
20,0,19974906.0,0,1000,0,1,10000.491033352613,7.181392192840576
21,0,14246338.0,0,0,0,0,10000.440076263605,15.413092613220215
22,0,54.431602478027344,0,1000,0,1,0.2580585677204045,30.725086212158203
23,0,19799092.0,0,1000,0,1,10000.385082783967,48.6619758605957
24,0,19650988.0,0,1000,0,1,10000.329246809835,79.02954864501953
25,0,19420884.0,0,1000,0,1,10000.290630284748,132.04286193847656
26,0,13561995.0,0,1000,0,1,10000.355647918692,228.25746154785156
27,0,10050149.0,0,1000,0,1,10000.701972118617,423.5460205078125
28,0,16745072.0,0,1000,0,1,10000.251869787462,724.1348266601562
29,0,8646008.0,0,1000,0,1,10000.500526840782,1005.7820434570312
30,1,0.14720702171325684,0,0,0,0,3.5666666666666673,-0.00021583586931228638
31,1,24.899723052978516,0,0,0,0,2.5690476190476192,-5.198058605194092
32,1,0.5339088439941406,0,0,0,0,1.5301587301587303,-1.6780126094818115
33,1,0.24794790148735046,0,0,0,0,0.9948162948162947,1.6012216806411743
34,1,10.013320922851562,0,0,0,0,0.7215852559892808,2.925039529800415
35,1,1.4675676822662354,0,0,0,0,0.5771654070567114,1.5795507431030273
36,1,2.8618640899658203,0,0,0,0,0.5460013029053277,0.7850073575973511
37,1,0.5760621428489685,0,0,0,0,0.5092017679890679,0.2596319615840912
38,1,0.01938151940703392,0,0,0,0,0.4268246652728077,0.0010819556191563606
39,1,0.24751341342926025,0,0,0,0,0.47834246563829136,-0.6306445598602295
40,1,1.0835950374603271,0,0,0,0,0.6463312054275052,-1.0911251306533813
41,1,0.5480598211288452,0,0,0,0,0.35788341400551626,-1.222263216972351
42,1,14291150.0,0,0,0,0,10000.864699145248,-1.225225567817688
43,1,0.002890797797590494,0,0,0,0,0.29960391051145446,-0.04080362245440483
44,1,1.0717213153839111,0,0,0,0,0.27406238278116163,-0.2663218080997467
45,1,3.912094831466675,0,0,0,0,0.2522375987701489,-0.6025186777114868
46,1,1.7835267782211304,0,0,0,0,0.283810319995183,-1.0366790294647217
47,1,8.281190872192383,0,0,0,0,0.38391678212934166,-1.5835022926330566
48,1,3.892491579055786,0,0,0,0,0.232108502149577,-2.1827430725097656
49,1,12.517416000366211,0,0,0,0,0.3388452720795675,-2.8042962551116943
50,1,10.981131553649902,0,0,0,0,0.1869397329908276,-3.500772714614868
51,1,1.0135607719421387,0,0,0,0,0.2961899016458472,-4.229988098144531
52,1,12.172696113586426,0,0,0,0,0.17548893916997998,-4.843920707702637
53,1,11144176.0,0,0,0,0,10000.82403248331,-5.4481682777404785
54,1,16.35523223876953,0,1000,0,1,0.38985040368930546,0.8114142417907715
55,1,16.81597328186035,0,0,0,0,0.2740351179966195,4.576145648956299
56,1,10.173779487609863,0,0,0,0,0.14730968826380025,6.801915645599365
57,1,3.5864882469177246,0,0,0,0,0.14987977599081287,8.027994155883789
58,1,19961788.0,0,0,0,0,10000.607862235525,8.555704116821289
59,1,14239512.0,0,0,0,0,10000.465293880536,13.656557083129883
60,2,0.14404864609241486,0,0,0,0,3.566666666666667,-0.08768545836210251
61,2,22.636194229125977,0,0,0,0,2.2857142857142856,-2.626940965652466
62,2,20003372.0,0,0,0,0,10001.255555555555,-0.3303304612636566
63,2,12.146023750305176,0,0,0,0,1.282117882117882,-2.969339609146118
64,2,28.101470947265625,0,0,0,0,0.8065308659348908,-6.5830302238464355
65,2,4.072254657745361,0,0,0,0,0.6277356701269744,-10.952012062072754
66,2,14339702.0,0,0,0,0,10001.370952380952,-14.492814064025879
67,2,11122548.0,0,1000,0,1,10001.229229512317,-4.087032794952393
68,2,14271613.0,0,1000,0,1,10000.762073112073,2.817772150039673
69,2,14252259.0,0,1000,0,1,10000.641281004235,7.798670768737793
70,2,39.43235397338867,0,1000,0,1,0.5551709767672766,14.2537841796875
71,2,86.0299301147461,0,1000,0,1,0.4601551478405699,19.860145568847656
72,2,14173957.0,0,0,0,0,10000.56034328159,25.26166534423828
73,2,75.87962341308594,0,0,0,0,0.3642620092279249,36.02101135253906
74,2,19709716.0,0,0,0,0,10000.519477136491,46.83366012573242
75,2,10890894.0,0,0,0,0,10000.646782187736,63.781856536865234
76,2,13898203.0,0,0,0,0,10000.409236552454,87.14579772949219
77,2,13752789.0,0,1000,0,1,10000.369318597004,118.70417022705078
78,2,19004568.0,0,1000,0,1,10000.397009470455,160.02940368652344
79,2,18684978.0,0,1000,0,1,10000.341044121045,211.5868377685547
80,2,18316706.0,0,1000,0,1,10000.30225891526,276.4508056640625
81,2,17854560.0,0,1000,0,1,10000.273443223443,356.08892822265625
82,2,12344603.0,0,1000,0,1,10000.308693308003,453.2521667480469
83,2,11844224.0,0,1000,0,1,10000.285657577364,571.9851684570312
84,2,11295415.0,0,1000,0,1,10000.276025785808,712.9795532226562
85,2,72193.140625,0,1000,0,1,0.2447174379427419,873.9207763671875
86,2,14236141.0,0,0,0,0,10000.232464871195,1023.7246704101562
87,2,5656.875,0,1000,0,1,0.2442669617660679,1187.84375
88,2,351260.8125,0,0,0,0,0.23110075961662024,1337.7921142578125
89,2,8668825.0,0,0,0,0,10000.232999601818,1468.85400390625
90,3,0.13323406875133514,0,1000,0,1,3.2333333333333334,0.08230002224445343
91,3,19992404.0,0,1000,0,1,10001.809523809523,2.878636598587036
92,3,19923148.0,0,1000,0,1,10001.267857142857,17.482397079467773
93,3,1400.9937744140625,0,1000,0,1,0.9726301476301477,37.96428298950195
94,3,10956537.0,0,0,0,0,10001.686446886446,57.01397705078125
95,3,13987496.0,0,0,0,0,10001.354656862744,82.8222885131836
96,3,49.366004943847656,0,0,0,0,1.1357845371003266,114.46935272216797
97,3,4420.4208984375,0,0,0,0,0.6470853838807129,144.18309020996094
98,3,3984.255859375,0,0,0,0,0.7947931697931697,171.52244567871094
99,3,1610.489501953125,0,0,0,0,0.6600356115648469,196.2167205810547
100,3,73.75616455078125,0,1000,0,1,0.5018349881371702,218.5735321044922
101,3,6942.3828125,0,1000,0,1,0.5867586689848353,239.13070678710938
102,3,10356520.0,0,1000,0,1,10000.688169328652,257.23095703125
103,3,7351.125,0,1000,0,1,0.43702197491652295,286.7258605957031
104,3,10187855.0,0,1000,0,1,10000.546297454386,314.24835205078125
105,3,15338.5673828125,0,1000,0,1,0.41068530884320353,351.48150634765625
106,3,17909686.0,0,1000,0,1,10000.396276167472,386.20391845703125
107,3,9852518.0,0,1000,0,1,10000.51620788123,431.1822509765625
108,3,12421575.0,0,1000,0,1,10000.533273997205,484.1142578125
